"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"4885","@JebBush tried a fancy comeback to his connection to W ... but he forgot about #9/11 and #Katrina

#Nerdland @MHPshow http://t.co/25y8R4e0rp",FALSE,5,"JebBush",2015-09-19 14:10:19,FALSE,NA,"645238493212471296","113047940","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ProfKCWilliams",1,FALSE,FALSE,NA,NA
"4886","RT @irritatedwoman: @gracels When @JebBush hit @realDonaldTrump with ""you gave Clinton's money"" Donald should have said ""you gave Hillary t…",FALSE,0,NA,2015-09-19 14:10:15,FALSE,NA,"645238477089570817",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","The_Q_is",62,TRUE,FALSE,NA,NA
"4887",". @jebBush hablar en @Heritage_Action #heritageactionforum-en vivo online aquí: http://t.co/I0Oud3Cl1y   https://t.co/2Y73qKg1aL",FALSE,0,NA,2015-09-19 14:10:14,FALSE,NA,"645238474547834880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ELYG2",0,FALSE,FALSE,NA,NA
"4888","RT @PatDollard: It is not @realDonaldTrump's job to defend Obama's claims about his religious beliefs.  @JebBush @RandPaul #p2 #tcot",FALSE,0,NA,2015-09-19 14:09:50,FALSE,NA,"645238373842583552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bdaesch",23,TRUE,FALSE,NA,NA
"4889","RT @Amaka_Ekwo: @JebBush 
FRAUD! 
HAHAHA!
Nigeria is a British fraud.
Dissolve the fraud &amp; allow freedom.
#FreeBiafra #IPOB https://t.co/m8…",FALSE,0,NA,2015-09-19 14:09:22,FALSE,NA,"645238255449952256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ElvisilOkey",76,TRUE,FALSE,NA,NA
"4890","RT @irritatedwoman: @gracels When @JebBush hit @realDonaldTrump with ""you gave Clinton's money"" Donald should have said ""you gave Hillary t…",FALSE,0,NA,2015-09-19 14:08:55,FALSE,NA,"645238139485847552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","papacass84",62,TRUE,FALSE,NA,NA
"4891","RT @bcarrz: This @JebBush tweet is most horrendous! Pres Bush DID NOT keep us safe! He's Standing on deaths of 2,600 Americans! http://t.co…",FALSE,0,NA,2015-09-19 14:08:36,FALSE,NA,"645238063338094592",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","billy1138032558",27,TRUE,FALSE,NA,NA
"4892","RT @irritatedwoman: @gracels When @JebBush hit @realDonaldTrump with ""you gave Clinton's money"" Donald should have said ""you gave Hillary t…",FALSE,0,NA,2015-09-19 14:08:34,FALSE,NA,"645238053947117569",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wildnsweet761",62,TRUE,FALSE,NA,NA
"4893","RT @CNM_Michael: Feb 13, 2013 at Florida at Saint Leo University in San Antonio @JebBush said he would govern like LBJ http://t.co/tqjNpXzC…",FALSE,0,NA,2015-09-19 14:08:21,FALSE,NA,"645237997554802688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MissyG_1988",5,TRUE,FALSE,NA,NA
"4894","RT @PatDollard: It is not @realDonaldTrump's job to defend Obama's claims about his religious beliefs.  @JebBush @RandPaul #p2 #tcot",FALSE,0,NA,2015-09-19 14:08:04,FALSE,NA,"645237925928501252",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pal29b",23,TRUE,FALSE,NA,NA
"4895","@realDonaldTrump God Bless You Mr Trump! #MakeAmericaGreatAgain #Trump2016 @ChrisChristie @RandPaul @JebBush @tedcruz http://t.co/HUQZFDmscH",FALSE,0,"realDonaldTrump",2015-09-19 14:07:28,FALSE,"645230169997881344","645237777169170434","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SnakeMannn",0,FALSE,FALSE,NA,NA
"4896","RT @irritatedwoman: @gracels When @JebBush hit @realDonaldTrump with ""you gave Clinton's money"" Donald should have said ""you gave Hillary t…",FALSE,0,NA,2015-09-19 14:07:17,FALSE,NA,"645237730683846657",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nick_mangene",62,TRUE,FALSE,NA,NA
"4897","RT @FoxNews: .@JebBush: ""I was a disrupter in Tallahassee and I'll be a disrupter in Washington D.C."" #Greta http://t.co/e6vwaBDCo9",FALSE,0,NA,2015-09-19 14:07:15,FALSE,NA,"645237721166970881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IamOIC",27,TRUE,FALSE,NA,NA
"4898","RT @irritatedwoman: @gracels When @JebBush hit @realDonaldTrump with ""you gave Clinton's money"" Donald should have said ""you gave Hillary t…",FALSE,0,NA,2015-09-19 14:07:06,FALSE,NA,"645237684965896192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kennym8635",62,TRUE,FALSE,NA,NA
"4899","RT @CNNPolitics: Progressive group invokes 9/11 to hit @JebBush over his ""safe"" comments http://t.co/ZcfwHtN23I via @TalKopan http://t.co/g…",FALSE,0,NA,2015-09-19 14:07:04,FALSE,NA,"645237675818098688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tanner_jd",10,TRUE,FALSE,NA,NA
"4900","RT @irritatedwoman: @gracels When @JebBush hit @realDonaldTrump with ""you gave Clinton's money"" Donald should have said ""you gave Hillary t…",FALSE,0,NA,2015-09-19 14:06:43,FALSE,NA,"645237586752077824",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ctmommy",62,TRUE,FALSE,NA,NA
"4901","RT @AppState4Jeb: This is the official #MissionNext Twitter at App State University for @JebBush. Use the link in our bio to sign up! http:…",FALSE,0,NA,2015-09-19 14:06:05,FALSE,NA,"645237428278722560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tmcbrayer20",2,TRUE,FALSE,NA,NA
"4902","RT @irritatedwoman: @gracels When @JebBush hit @realDonaldTrump with ""you gave Clinton's money"" Donald should have said ""you gave Hillary t…",FALSE,0,NA,2015-09-19 14:06:00,FALSE,NA,"645237409244966912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrMartyFox",62,TRUE,FALSE,NA,NA
"4903","RT @jamaica_merino: #TNTweeters
#AINF 
You, @JebBush  want 2 win this 2016, but the #Latino #Vote will be decisive. http://t.co/M0sMXCsDZQ",FALSE,0,NA,2015-09-19 14:05:44,FALSE,NA,"645237342223994880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chiquisholla",72,TRUE,FALSE,NA,NA
"4904","RT @BestBergerEver: I know the answer! This video. It's at 4.6 million views! https://t.co/tOaczdT9OY ""@JebBush Which video just broke our …",FALSE,0,NA,2015-09-19 14:05:41,FALSE,NA,"645237327044964353",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tmi420",3,TRUE,FALSE,NA,NA
"4905","This is the official #MissionNext Twitter at App State University for @JebBush. Use the link in our bio to sign up! http://t.co/70DuBcIweX",FALSE,3,NA,2015-09-19 14:05:26,FALSE,NA,"645237263945846784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AppState4Jeb",2,FALSE,FALSE,NA,NA
"4906","@NicholsUprising @thenation Yeah, but they didn't have the wealth backing them @JebBush has - he could mainline H in the Senate if he wanted",FALSE,0,"NicholsUprising",2015-09-19 14:05:09,FALSE,"644580857596919808","645237195180244992","466519303","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","copito61",0,FALSE,FALSE,NA,NA
"4907","RT @IngrahamAngle: .@ByronYork: ""Yesterday we saw the two establishment candidates [@JebBush &amp; @HillaryClinton] with half empty rooms at th…",FALSE,0,NA,2015-09-19 14:04:49,FALSE,NA,"645237111126392832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kef1024",177,TRUE,FALSE,NA,NA
"4908","@JebBush @NolanFinleyDN your father gave us David Souter, your brother picks ""obamacare Roberts"" - sorry Jeb too risky to trust another Bush",FALSE,0,"JebBush",2015-09-19 14:04:23,FALSE,"645201867849469952","645236999335641088","113047940","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","kiwitrump",0,FALSE,FALSE,NA,NA
"4909","RT @CalFreedomMom: Why more and more people like #DonaldTrump...he's a PROUD American.

BOOM: Speak English @JebBush
@Rockprincess818 http:…",FALSE,0,NA,2015-09-19 14:04:16,FALSE,NA,"645236970436829184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","libertylady44",72,TRUE,FALSE,NA,NA
"4910","RT @JR777771: #TNTweeters
#AINF 
You, @JebBush  want 2 win this 2016, but the #Latino #Vote will be decisive. http://t.co/kJI1Razmfh",FALSE,0,NA,2015-09-19 14:04:08,FALSE,NA,"645236937637232640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chiquisholla",74,TRUE,FALSE,NA,NA
"4911","RT @PatDollard: .@MarcoRubio and @JebBush are far too terrified of criticism from the left to ever be trusted as President. #tcot #pjnet #g…",FALSE,0,NA,2015-09-19 14:04:01,FALSE,NA,"645236908558319616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Talos_of_Atmora",23,TRUE,FALSE,NA,NA
"4912","@FoxNews @JebBush yes your brother started it!",FALSE,0,"FoxNews",2015-09-19 14:03:48,FALSE,"645152895088721920","645236855168999424","1367531","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BuzikRaina",0,FALSE,FALSE,NA,NA
"4913","RT @PatDollard: It is not @realDonaldTrump's job to defend Obama's claims about his religious beliefs.  @JebBush @RandPaul #p2 #tcot",FALSE,0,NA,2015-09-19 14:03:39,FALSE,NA,"645236816925315072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TimBrafford",23,TRUE,FALSE,NA,NA
"4914","RT @ImTrumpBITCH: ""We just huffed a couple rails in the chapter room. Tell 'em Freshmen to strip down &amp; grab their junk."" @JebBush http://t…",FALSE,0,NA,2015-09-19 14:03:37,FALSE,NA,"645236807647408129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fluxmasterhenk",4,TRUE,FALSE,NA,NA
"4915","RT @TeamJebBush: ==&gt; RT @Heritage_Action: ""I was a disruptor in Tallahassee &amp; I will be a disruptor in Washington D.C"" - @JebBush http://t.…",FALSE,0,NA,2015-09-19 14:03:22,FALSE,NA,"645236745752047616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PRforJeb",4,TRUE,FALSE,NA,NA
"4916","RT @TeamJebBush: .@JebBush Brings Football and Politics Together &gt;&gt; http://t.co/fa5S7iiSLH via @CandaceSmith_",FALSE,0,NA,2015-09-19 14:03:11,FALSE,NA,"645236696536055808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PRforJeb",3,TRUE,FALSE,NA,NA
"4917","RT @JebBush: Sorry Mom",FALSE,0,NA,2015-09-19 14:03:10,FALSE,NA,"645236695328276480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ben_d__",28972,TRUE,FALSE,NA,NA
"4918","RT @Women4Trump: @DRUDGE_REPORT I'm actually starting to feel sorry for him.  @JebBush just needs to drop out and donate his war chest to t…",FALSE,0,NA,2015-09-19 14:03:05,FALSE,NA,"645236672653881344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MorelliCelia",7,TRUE,FALSE,NA,NA
"4919","@jebbush And we'll find WMD in Iraq!!! LOL http://t.co/tBb6VFmo6s @hillaryclinton @sensanders @governoromalley @lincolnchafee @jimwebbusa",FALSE,0,"JebBush",2015-09-19 14:02:46,FALSE,NA,"645236595637878784","113047940","<a href=""http://stone.com/Twittelator"" rel=""nofollow"">Twittelator</a>","dieseldan274",0,FALSE,FALSE,NA,NA
"4920","@JebBush  ((( #answer the #question ))) #VAsurge 
What are you going to do about #Muslims #Military #camps in America ??",FALSE,0,"JebBush",2015-09-19 14:02:42,FALSE,NA,"645236577052966914","113047940","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","kingsheri",0,FALSE,FALSE,NA,NA
"4921","@JebBush  ((( #answer the #question ))) #SCtweets 
What are you going to do about #Muslims #Military #camps in America ??",FALSE,0,"JebBush",2015-09-19 14:02:32,FALSE,NA,"645236533566443520","113047940","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","kingsheri",0,FALSE,FALSE,NA,NA
"4922","@JebBush  ((( #answer the #question ))) #KYsen 
What are you going to do about #Muslims #Military #camps in America ??",FALSE,0,"JebBush",2015-09-19 14:02:23,FALSE,NA,"645236499055640576","113047940","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","kingsheri",0,FALSE,FALSE,NA,NA
"4923","@JebBush  ((( #answer the #question ))) #UTsen 
What are you going to do about #Muslims #Military #camps in America ??",FALSE,0,"JebBush",2015-09-19 14:02:13,FALSE,NA,"645236457133572098","113047940","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","kingsheri",0,FALSE,FALSE,NA,NA
"4924","@CarlyFiorina @realDonaldTrump @RealBenCarson @JebBush @tedcruz @GovChristie @GovWalker @RandPaul @marcorubio comment?
Proactive &gt; reactive",FALSE,0,"CompyBaby",2015-09-19 14:02:04,FALSE,"644495910735642624","645236418067996672","112060793","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CompyBaby",0,FALSE,FALSE,NA,NA
"4925","@JebBush  ((( #answer the #question ))) #MNsen 
What are you going to do about #Muslims #Military #camps in America ??",FALSE,0,"JebBush",2015-09-19 14:01:58,FALSE,NA,"645236392310628355","113047940","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TRUCKER4AMERICA",0,FALSE,FALSE,NA,NA
"4926","@JebBush  ((( #answer the #question ))) #MOsen 
What are you going to do about #Muslims #Military #camps in America ??",FALSE,0,"JebBush",2015-09-19 14:01:43,FALSE,NA,"645236330335571969","113047940","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TRUCKER4AMERICA",0,FALSE,FALSE,NA,NA
"4927","@JebBush  ((( #answer the #question ))) #TXsen 
What are you going to do about #Muslims #Military #camps in America ??",FALSE,0,"JebBush",2015-09-19 14:01:34,FALSE,NA,"645236291261435904","113047940","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TRUCKER4AMERICA",0,FALSE,FALSE,NA,NA
"4928","@JebBush  ((( #answer the #question ))) #NHsen 
What are you going to do about #Muslims #Military #camps in America ??",FALSE,0,"JebBush",2015-09-19 14:01:21,FALSE,NA,"645236237029105665","113047940","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","truckerbooman",0,FALSE,FALSE,NA,NA
"4929","@JebBush saw you in SC Well Mr Bush you had all your ducks in a row and may have assured the public of not having a Bush dynasty thanks GJob",FALSE,0,"JebBush",2015-09-19 14:01:20,FALSE,NA,"645236231232712704","113047940","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","horriblehorrell",0,FALSE,FALSE,NA,NA
"4930","@JebBush  ((( #answer the #question ))) #PAsen 
What are you going to do about #Muslims #Military #camps in America ??",FALSE,0,"JebBush",2015-09-19 14:01:12,FALSE,NA,"645236198953254912","113047940","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","truckerbooman",0,FALSE,FALSE,NA,NA
"4931","@NolteNC @jenilynn1001 @WaPoSean @JebBush no spine, no nuts, no brain.",FALSE,1,"NolteNC",2015-09-19 14:00:34,FALSE,"645044368412422144","645236037971759104","16163639","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CalMur2",0,FALSE,FALSE,NA,NA
"4932",".@JebBush, @MarcoRubio tax plans pave the way for corporate tax reform http://t.co/7XNvk035Iz #Campaign2016",FALSE,0,NA,2015-09-19 14:00:09,FALSE,NA,"645235935693529092",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","LPFAFoundation",0,FALSE,FALSE,NA,NA
"4933","RT @IngrahamAngle: .@ByronYork: ""Yesterday we saw the two establishment candidates [@JebBush &amp; @HillaryClinton] with half empty rooms at th…",FALSE,0,NA,2015-09-19 13:59:58,FALSE,NA,"645235889732321280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KarinFedchenko2",177,TRUE,FALSE,NA,NA
"4934","RT @Amaka_Ekwo: @JebBush 
FRAUD! 
HAHAHA!
Nigeria is a British fraud.
Dissolve the fraud &amp; allow freedom.
#FreeBiafra #IPOB https://t.co/m8…",FALSE,0,NA,2015-09-19 13:59:44,FALSE,NA,"645235828743098369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ali_ekene",76,TRUE,FALSE,NA,NA
"4935","RT @NAAPC: @NolteNC Shorter @JebBush: ""We have to take Obama at his word. He's a Christian! Also, you can keep your doctor.""
@WaPoSean #tco…",FALSE,0,NA,2015-09-19 13:59:34,FALSE,NA,"645235789039861760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LexingtonBobby",3,TRUE,FALSE,NA,NA
"4936","RT @PatDollard: It is not @realDonaldTrump's job to defend Obama's claims about his religious beliefs.  @JebBush @RandPaul #p2 #tcot",FALSE,0,NA,2015-09-19 13:59:33,FALSE,NA,"645235782190538753",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","feehily_diane",23,TRUE,FALSE,NA,NA
"4937","RT @NAAPC: @NolteNC Shorter @JebBush: ""We have to take Obama at his word. He's a Christian! Also, you can keep your doctor.""
@WaPoSean #tco…",FALSE,0,NA,2015-09-19 13:59:09,FALSE,NA,"645235682747637760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jenilynn1001",3,TRUE,FALSE,NA,NA
"4938","RT @JebBush: Sorry Mom",FALSE,0,NA,2015-09-19 13:58:45,FALSE,NA,"645235584592703488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pxxxrn",28972,TRUE,FALSE,NA,NA
"4939","RT @tclayunderwood: Have you ever seen a lamer “low-five” than the one @JebBush gave @RealDonaldTrump at the #Republican Debate? Guy is so …",FALSE,0,NA,2015-09-19 13:58:43,FALSE,NA,"645235572668243968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SmedleyMaas",1,TRUE,FALSE,NA,NA
"4940","RT @IngrahamAngle: .@ByronYork: ""Yesterday we saw the two establishment candidates [@JebBush &amp; @HillaryClinton] with half empty rooms at th…",FALSE,0,NA,2015-09-19 13:58:40,FALSE,NA,"645235562668883969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pennybishop16",177,TRUE,FALSE,NA,NA
"4941","RT @JebBush: Sorry Mom",FALSE,0,NA,2015-09-19 13:58:36,FALSE,NA,"645235543438180352",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","tadasltadas",28972,TRUE,FALSE,NA,NA
"4942","@JebBush Mr Bush, chance of an RT for my dad as shout out for parents who adopt children of a different race?! http://t.co/qZFflqUH5e",FALSE,0,"JebBush",2015-09-19 13:58:24,FALSE,NA,"645235494700216320","113047940","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AdSmithy1993",0,FALSE,FALSE,NA,NA
"4943","@JebBush
@realDonaldTrump wanted casino gambling in Florida, got told
NO
http://t.co/rjQT3lD1hi",FALSE,0,"JebBush",2015-09-19 13:58:09,FALSE,NA,"645235431081160704","113047940","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Macheter0",0,FALSE,FALSE,NA,NA
"4944","RT @BEBolly71: @NolteNC @WaPoSean @JebBush because kissing Obama's ass is the fastest way to GOP hearts. #norinos2016",FALSE,0,NA,2015-09-19 13:57:49,FALSE,NA,"645235348788809728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jenilynn1001",2,TRUE,FALSE,NA,NA
